villages,id_men,taille_menage,age,nbre_heure_travail
Daga  Birame,4270,12,60,35
Ballou,4271,7,79,48
Ndiarga lambaye,4272,10,67,56
Same,4273,7,40,50
Gagué mody,4274,10,50,35
Gawane,4275,11,46,42
Pouniar,4276,21,60,54
Darou salam,4277,8,55,42
Mabo,4278,9,45,49
Medina gounass,4279,11,63,18
1,4280,14,52,-99
KEUR GANE,4281,13,64,48
Médina Cherif,4282,7,56,24
Diamaguene,4283,15,42,40
Médina gounass,4284,3,65,18
AÉRÉ POSTE,4285,5,48,75
Keur mady yacine,4286,9,35,49
Aliou Samba,4287,13,42,56
Lat mbissine daro mango,4288,4,49,56
Demizine,4289,5,49,55
Ndame,4290,11,45,56
Mande kouta 2,4291,9,56,7
1,4292,36,51,-99
Fadam,4293,11,62,63
Bantanghedji,4294,9,55,49
Kollo,4295,12,47,14
Poukham,4296,23,55,5
Mbekhelul,4297,15,51,56
Kamobeul,4298,4,90,14
Eguilaye,4299,7,56,56
Médina kanene,4300,10,47,49
Yolly,4301,25,67,20
Diossong,4302,7,57,28
Thiolongane,4303,11,69,54
Thionokhe,4304,6,56,49
Touba Aly Mbenda,4305,10,40,56
Siriworo,4306,7,46,30
Bantankiling Waly,4307,17,59,52
Makhana,4308,6,46,56
Darsalam,4309,6,48,48
Tomboronkoto,4310,9,58,42
Thioyene,4311,11,47,42
Tawa fall1,4312,23,61,-99
Djery,4313,10,77,57
Kagnarou,4314,8,62,49
Panambo mamady,4315,17,60,42
Dankh sene,4316,9,55,35
Ball diop,4317,6,52,35
Linguekone,4318,5,60,42
Darou matar,4319,18,60,72
AFE diop Niang,4320,10,55,56
Keur  birame,4321,6,40,63
BLOC VILLAGE,4322,5,50,35
Guer,4323,10,57,30
Windou Seb Nelby,4324,11,78,12
Bougoul1,4325,10,45,42
Nguithie thiandigué,4326,6,68,-99
Ndioukh thiorokh,4327,29,70,56
Ethiolo,4328,10,41,25
Bembou,4329,5,66,35
Medinaalouar,4330,14,76,-99
Baïty,4331,9,66,63
5,4332,12,56,42
Ndirene,4333,19,40,-99
Tombroncoto,4334,25,70,42
Keur yoro khodia,4335,7,38,50
Sare boyly,4336,9,30,48
Aloudia,4337,11,48,48
Diaguiry,4338,10,24,52
Médina torobe,4339,4,52,4
Diagnoum,4340,18,52,56
Kountada,4341,10,66,42
Keur ayib ka,4342,8,40,32
Mousnakh ngath,4343,11,51,6
Agnack petit,4344,5,70,9
Mousmadji  II,4345,8,70,0
Diarring,4346,10,43,30
Ndiendieng,4347,8,26,49
Cap skirring,4348,5,43,45
Paylar,4349,8,47,49
2,4350,14,55,48
Bourofaye Bainouck,4351,21,35,35
Sinthiou ifra,4352,7,55,70
Madina boulacounda,4353,11,45,55
Diagali,4354,5,87,0
Ngadiaga,4355,11,34,42
Thiaothiao,4356,9,43,63
Ngothie,4357,9,70,45
Yaoudar Youssoupha,4358,5,35,49
Diagnon,4359,9,50,56
Yene,4360,6,50,56
Djiragone,4361,5,57,4
Mboukhoutour,4362,20,49,54
Kounghany,4363,7,52,49
Mboul,4364,10,64,45
Dialocouba,4365,8,46,42
Maka Samba,4366,4,49,56
Thielle patieme,4367,10,37,8
Koundioundou,4368,14,53,24
Bembou,4369,2,25,56
Keur serigne mor djite,4370,16,53,-99
Payoma,4371,19,70,48
Gabou,4372,10,38,87
Maka Sacoumba,4373,14,36,70
Médina kocoum,4374,16,43,14
Warang,4375,8,52,56
Toulde kahe,4376,7,91,-99
Nguick,4377,2,32,-99
Karantaba,4378,9,35,24
Nargua,4379,12,50,56
Gouye gi,4380,21,65,-99
Dayane gassel,4381,4,40,49
Ndiebel,4382,7,39,25
Linguetto,4383,13,55,70
Kaba diack,4384,8,54,60
Mbame peulh1,4385,8,54,56
ngaba,4386,10,42,40
Médina torobe,4387,7,54,9
Bamba mamadou,4388,6,56,70
Haffé lour,4389,6,33,42
Medina Meta (Sare Meta ),4390,14,60,40
Nyassia,4391,11,37,42
Poram lathi,4392,10,45,9
Diao  counda,4393,13,48,14
Djifanghor,4394,9,46,64
Tendaba kindakam,4395,10,62,50
Keurserignediebel,4396,7,38,-99
Niahene,4397,10,45,48
Arafa,4398,7,50,-99
Keur Modou ndiamatou,4399,9,49,63
Thiaothiao,4400,15,40,49
Belle,4401,9,65,35
Ndiorokh Ndoutane,4402,7,54,50
Kalir,4403,3,45,30
Mbapp,4404,15,70,-99
Coura Ndiocrane,4405,7,45,56
Kandiator,4406,15,30,46
Barafoute,4407,7,29,42
THIOUBALEL,4408,5,45,25
Boudaye,4409,12,49,89
Dimboli,4410,6,25,30
Ndayar,4411,6,56,65
Mbilor,4412,7,64,30
Ndoye  ouolof,4413,5,62,35
Koylal   Moussa  Boye,4414,12,95,-99
Gouye gui,4415,17,40,29
Touba   kael,4416,16,52,36
Touba Aly mbenda,4417,23,41,42
Teup dall,4418,13,73,-99
NDialakhare,4419,5,70,-99
Darou pakathiar,4420,8,65,70
Gade Bitive,4421,3,45,48
Gagné shérif,4422,15,51,34
Missira djifanfor,4423,26,43,56
Ngueye ngueye,4424,5,50,60
Thiamene pass,4425,15,55,49
Kamoya,4426,13,36,35
Bellakor   hann,4427,13,58,50
Badiana,4428,11,62,42
Tivaouane peulh,4429,10,59,40
Diokoul ndionguene,4430,16,75,-99
Medina sy,4431,11,40,40
Darou Ndiene,4432,9,55,54
Niahene,4433,11,63,-99
Thiélé pathiéme,4434,10,30,48
Sinthiang ifra,4435,17,56,70
Eguilaye,4436,7,71,56
Lambock 2,4437,6,35,7
Diedieng,4438,8,52,70
Tattaguine,4439,29,39,26
Mlomp Djicomol,4440,13,36,56
Gae,4441,5,48,54
Ndiossy,4442,7,48,56
Ngar de  Gueth  Ardo,4443,15,40,-99
1,4444,8,36,-99
Bambaly,4445,13,56,49
Gassė Doro,4446,9,63,49
Kaba,4447,14,65,38
Yarera,4448,8,53,87
Gade Ndiakhar,4449,5,60,48
Diaroume,4450,7,50,7
Digane  serre,4451,5,25,84
Tendaba kindakam,4452,8,57,45
5,4453,9,59,42
SOUPAM,4454,8,76,48
Kamobeul,4455,5,49,50
Ndande,4456,34,90,10
KEUR GANE,4457,8,57,48
Keur medoune mbaye,4458,11,67,0
Cabrousse nialou,4459,6,48,50
Mamarone,4460,12,42,56
Ngouye thiandigue,4461,8,49,70
Arafa,4462,9,55,-99
Seokhaye,4463,20,50,48
Keur birame,4464,19,52,49
Hamdallaye mamadou diallo 2,4465,11,60,21
Weendu sebbe,4466,2,27,9
LAGNAR POKH,4467,7,60,48
Gaina Mbar,4468,6,53,48
ThiolomeNdiande,4469,8,47,48
Polel Diaobe,4470,13,50,6
Lampsar,4471,5,59,56
Ouyal sandé,4472,6,53,7
Kandioukou,4473,7,44,7
Wack ngouna,4474,11,36,49
Samoura,4475,5,41,7
BARKATOU,4476,9,67,5
Teyel ablaye,4477,8,60,42
Sare walome,4478,13,39,49
Kabiline 2,4479,14,62,20
Payckoup serrere,4480,7,75,25
Thicky serere,4481,7,55,-99
Beyti gueye,4482,10,52,54
Thiouck 2,4483,5,38,8
Birkama,4484,6,52,45
1,4485,18,57,-99
Dakateli,4486,12,55,6
Baligua,4487,9,82,-99
Kafountine,4488,15,60,20
Diandioly,4489,8,60,21
Maka fall,4490,4,42,40
Agnack petit,4491,10,45,8
Ngoloum,4492,7,61,62
Ndande  fall,4493,3,35,40
Sedo sebbe,4494,9,70,17
Seno wolof,4495,9,52,35
Ourour sinthiou,4496,10,50,8
Nguetou malick,4497,3,35,70
Ede,4498,9,43,52
Inna,4499,5,45,8
Djikesse,4500,18,59,56
Diass,4501,9,58,50
Ndomor,4502,8,55,35
Ngathie Peulh,4503,5,69,62
Soboulde,4504,5,45,35
Agnack petit,4505,12,47,-99
Santhie gualgoné,4506,7,55,70
Keur saloum diane,4507,8,60,42
Kafountine,4508,15,66,25
Djery,4509,6,74,14
Kandialon,4510,7,62,6
Dioly mbandakhe,4511,7,55,66
Elinkine,4512,13,72,7
Darou salam,4513,4,49,12
Barafouté,4514,18,60,42
Lougoule,4515,7,57,-99
Kack,4516,4,55,49
Karthiack,4517,9,59,63
Diara Pont,4518,12,45,8
Diagnon,4519,5,37,49
Eganga,4520,4,43,12
Dioumada,4521,8,55,43
Keur ngor,4522,6,32,77
PADALAL,4523,18,62,8
Walya samba deme,4524,30,43,50
Ndiorol diambaye,4525,8,63,70
DIOKOUL,4526,8,75,36
Demizine,4527,5,44,52
Ndiebel,4528,10,35,75
Lahi,4529,9,60,43
Golmy,4530,10,60,77
Cabrousse mossor,4531,8,61,50
Keur illo ka,4532,10,35,60
Ndiebel,4533,27,42,49
